"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"11-Sep-2020","EQ","715.00","736.00","713.00","711.85","725.85","731.80","725.57","812.00","320.00",69003,"50,066,555.20",9104
"10-Sep-2020","EQ","712.05","722.00","705.25","705.00","714.75","711.85","714.61","812.00","320.00",31698,"22,651,845.30",3893
"09-Sep-2020","EQ","710.00","717.80","695.10","709.20","705.30","705.00","703.53","812.00","320.00",93441,"65,738,725.20",4263
"08-Sep-2020","EQ","727.70","739.40","705.85","721.10","708.75","709.20","719.06","812.00","320.00",65412,"47,035,160.65",4562
"07-Sep-2020","EQ","739.50","745.20","711.10","733.50","722.65","721.10","724.67","812.00","320.00",39264,"28,453,413.35",4363
"04-Sep-2020","EQ","735.00","754.00","725.00","758.60","737.00","733.50","739.36","812.00","320.00",104874,"77,539,522.60",5486
"03-Sep-2020","EQ","746.90","770.00","741.90","738.75","760.00","758.60","758.93","812.00","320.00",122901,"93,272,910.60",7339
"02-Sep-2020","EQ","704.90","744.85","700.60","693.35","742.00","738.75","727.77","812.00","320.00",150174,"109,292,078.45",11331
"01-Sep-2020","EQ","710.00","749.00","675.00","704.15","699.50","693.35","711.88","812.00","320.00",149277,"106,266,670.50",10579
"31-Aug-2020","EQ","775.00","777.85","697.20","771.60","708.50","704.15","724.70","812.00","320.00",158185,"114,636,553.30",11773
"28-Aug-2020","EQ","794.30","795.10","770.00","786.60","772.00","771.60","778.58","812.00","320.00",63381,"49,347,132.50",5611
"27-Aug-2020","EQ","783.95","799.95","770.00","777.45","787.15","786.60","788.12","812.00","320.00",142485,"112,295,714.25",9294
"26-Aug-2020","EQ","770.80","786.00","751.55","764.60","777.00","777.45","771.64","812.00","320.00",147375,"113,721,086.80",13383
"25-Aug-2020","EQ","810.00","812.00","763.40","795.50","764.55","764.60","781.02","812.00","320.00",261948,"204,587,190.95",19220
"24-Aug-2020","EQ","780.00","809.00","768.15","736.70","800.00","795.50","793.47","809.00","320.00",568195,"450,848,090.30",27031
"21-Aug-2020","EQ","718.00","749.45","714.50","713.05","736.75","736.70","732.56","749.45","320.00",364350,"266,909,385.70",18799
"20-Aug-2020","EQ","684.00","724.00","683.00","682.85","713.00","713.05","712.09","735.00","320.00",226397,"161,215,940.40",17400
"19-Aug-2020","EQ","704.00","715.00","676.50","695.30","685.00","682.85","699.91","735.00","320.00",132086,"92,448,210.65",9380
"18-Aug-2020","EQ","703.60","724.00","690.10","715.10","696.95","695.30","706.17","735.00","320.00",141471,"99,902,270.30",8693
"17-Aug-2020","EQ","676.15","727.00","657.10","675.95","713.55","715.10","704.50","735.00","320.00",621815,"438,070,828.95",34198
"14-Aug-2020","EQ","648.00","735.00","632.00","623.15","673.25","675.95","688.88","735.00","320.00",1784615,"1,229,383,957.20",79196
"13-Aug-2020","EQ","544.50","623.15","544.50","519.30","623.15","623.15","600.46","709.90","320.00",674880,"405,241,370.05",16453
"12-Aug-2020","EQ","514.90","536.85","512.00","512.00","523.00","519.30","525.78","709.90","320.00",186319,"97,962,692.95",10789
"11-Aug-2020","EQ","494.70","520.95","494.70","489.90","515.65","512.00","511.79","709.90","320.00",215825,"110,457,066.15",8163
